Date,(ALL) Requiring inpatient care,(ALL) Discharged from hospital or released from treatment,(ALL) To be confirmed,(Hokkaido) Requiring inpatient care,(Hokkaido) Discharged from hospital or released from treatment,(Hokkaido) To be confirmed,(Aomori) Requiring inpatient care,(Aomori) Discharged from hospital or released from treatment,(Aomori) To be confirmed,(Iwate) Requiring inpatient care,(Iwate) Discharged from hospital or released from treatment,(Iwate) To be confirmed,(Miyagi) Requiring inpatient care,(Miyagi) Discharged from hospital or released from treatment,(Miyagi) To be confirmed,(Akita) Requiring inpatient care,(Akita) Discharged from hospital or released from treatment,(Akita) To be confirmed,(Yamagata) Requiring inpatient care,(Yamagata) Discharged from hospital or released from treatment,(Yamagata) To be confirmed,(Fukushima) Requiring inpatient care,(Fukushima) Discharged from hospital or released from treatment,(Fukushima) To be confirmed,(Ibaraki) Requiring inpatient care,(Ibaraki) Discharged from hospital or released from treatment,(Ibaraki) To be confirmed,(Tochigi) Requiring inpatient care,(Tochigi) Discharged from hospital or released from treatment,(Tochigi) To be confirmed,(Gunma) Requiring inpatient care,(Gunma) Discharged from hospital or released from treatment,(Gunma) To be confirmed,(Saitama) Requiring inpatient care,(Saitama) Discharged from hospital or released from treatment,(Saitama) To be confirmed,(Chiba) Requiring inpatient care,(Chiba) Discharged from hospital or released from treatment,(Chiba) To be confirmed,(Tokyo) Requiring inpatient care,(Tokyo) Discharged from hospital or released from treatment,(Tokyo) To be confirmed,(Kanagawa) Requiring inpatient care,(Kanagawa) Discharged from hospital or released from treatment,(Kanagawa) To be confirmed,(Niigata) Requiring inpatient care,(Niigata) Discharged from hospital or released from treatment,(Niigata) To be confirmed,(Toyama) Requiring inpatient care,(Toyama) Discharged from hospital or released from treatment,(Toyama) To be confirmed,(Ishikawa) Requiring inpatient care,(Ishikawa) Discharged from hospital or released from treatment,(Ishikawa) To be confirmed,(Fukui) Requiring inpatient care,(Fukui) Discharged from hospital or released from treatment,(Fukui) To be confirmed,(Yamanashi) Requiring inpatient care,(Yamanashi) Discharged from hospital or released from treatment,(Yamanashi) To be confirmed,(Nagano) Requiring inpatient care,(Nagano) Discharged from hospital or released from treatment,(Nagano) To be confirmed,(Gifu) Requiring inpatient care,(Gifu) Discharged from hospital or released from treatment,(Gifu) To be confirmed,(Shizuoka) Requiring inpatient care,(Shizuoka) Discharged from hospital or released from treatment,(Shizuoka) To be confirmed,(Aichi) Requiring inpatient care,(Aichi) Discharged from hospital or released from treatment,(Aichi) To be confirmed,(Mie) Requiring inpatient care,(Mie) Discharged from hospital or released from treatment,(Mie) To be confirmed,(Shiga) Requiring inpatient care,(Shiga) Discharged from hospital or released from treatment,(Shiga) To be confirmed,(Kyoto) Requiring inpatient care,(Kyoto) Discharged from hospital or released from treatment,(Kyoto) To be confirmed,(Osaka) Requiring inpatient care,(Osaka) Discharged from hospital or released from treatment,(Osaka) To be confirmed,(Hyogo) Requiring inpatient care,(Hyogo) Discharged from hospital or released from treatment,(Hyogo) To be confirmed,(Nara) Requiring inpatient care,(Nara) Discharged from hospital or released from treatment,(Nara) To be confirmed,(Wakayama) Requiring inpatient care,(Wakayama) Discharged from hospital or released from treatment,(Wakayama) To be confirmed,(Tottori) Requiring inpatient care,(Tottori) Discharged from hospital or released from treatment,(Tottori) To be confirmed,(Shimane) Requiring inpatient care,(Shimane) Discharged from hospital or released from treatment,(Shimane) To be confirmed,(Okayama) Requiring inpatient care,(Okayama) Discharged from hospital or released from treatment,(Okayama) To be confirmed,(Hiroshima) Requiring inpatient care,(Hiroshima) Discharged from hospital or released from treatment,(Hiroshima) To be confirmed,(Yamaguchi) Requiring inpatient care,(Yamaguchi) Discharged from hospital or released from treatment,(Yamaguchi) To be confirmed,(Tokushima) Requiring inpatient care,(Tokushima) Discharged from hospital or released from treatment,(Tokushima) To be confirmed,(Kagawa) Requiring inpatient care,(Kagawa) Discharged from hospital or released from treatment,(Kagawa) To be confirmed,(Ehime) Requiring inpatient care,(Ehime) Discharged from hospital or released from treatment,(Ehime) To be confirmed,(Kochi) Requiring inpatient care,(Kochi) Discharged from hospital or released from treatment,(Kochi) To be confirmed,(Fukuoka) Requiring inpatient care,(Fukuoka) Discharged from hospital or released from treatment,(Fukuoka) To be confirmed,(Saga) Requiring inpatient care,(Saga) Discharged from hospital or released from treatment,(Saga) To be confirmed,(Nagasaki) Requiring inpatient care,(Nagasaki) Discharged from hospital or released from treatment,(Nagasaki) To be confirmed,(Kumamoto) Requiring inpatient care,(Kumamoto) Discharged from hospital or released from treatment,(Kumamoto) To be confirmed,(Oita) Requiring inpatient care,(Oita) Discharged from hospital or released from treatment,(Oita) To be confirmed,(Miyazaki) Requiring inpatient care,(Miyazaki) Discharged from hospital or released from treatment,(Miyazaki) To be confirmed,(Kagoshima) Requiring inpatient care,(Kagoshima) Discharged from hospital or released from treatment,(Kagoshima) To be confirmed,(Okinawa) Requiring inpatient care,(Okinawa) Discharged from hospital or released from treatment,(Okinawa) To be confirmed
2020/6/8,1027,14818,10,146,888,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,3,78,0,3,155,0,6,61,0,8,125,0,36,920,0,22,844,0,369,4716,0,127,1182,0,1,81,1,6,199,0,34,238,0,1,113,0,3,63,0,5,71,0,6,147,,1,73,0,9,463,5,0,44,0,2,97,0,9,332,0,68,1628,4,5,652,0,1,89,0,0,60,0,0,3,0,1,23,0,0,25,0,2,163,0,1,36,0,0,4,0,0,28,0,12,66,0,0,71,0,133,642,0,3,45,0,0,16,0,1,44,0,1,58,0,0,17,0,0,10,0,0,139,0
2020/6/9,963,14913,10,135,906,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,3,78,0,3,155,0,4,62,0,7,126,0,29,928,0,23,846,0,339,4758,0,123,1186,0,1,81,1,6,199,0,33,239,0,1,113,0,3,64,0,5,71,0,11,147,,1,73,0,7,465,5,0,44,0,2,97,0,7,334,0,62,1635,4,4,652,0,1,89,0,0,60,0,0,3,0,1,23,0,0,25,0,1,164,0,1,36,0,0,4,0,0,28,0,11,67,0,0,71,0,133,645,0,3,45,0,0,16,0,1,44,0,0,59,0,0,17,0,0,10,0,0,139,0
2020/6/10,924,14988,10,125,921,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,3,78,0,3,155,0,4,62,0,7,126,0,34,929,0,24,847,0,330,4785,0,116,1193,0,1,81,1,3,202,0,33,239,0,1,113,0,3,64,0,4,72,0,11,147,,2,73,0,7,465,5,0,44,0,2,97,0,5,337,0,51,1646,4,4,652,0,1,89,0,0,60,0,0,3,0,1,23,0,0,25,0,1,164,0,1,36,0,0,4,0,0,28,0,10,68,0,0,71,0,131,650,0,3,45,0,0,16,0,1,44,0,0,59,0,0,17,0,0,10,0,0,139,0
2020/6/11,860,15094,10,122,931,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,3,78,0,3,155,0,3,63,0,7,126,0,30,936,0,24,850,0,313,4824,0,106,1204,0,1,81,1,3,202,0,33,239,0,1,113,0,4,64,0,4,72,0,11,147,,3,73,0,9,465,5,0,44,0,2,97,0,5,337,0,41,1655,4,3,653,0,1,89,0,0,60,0,0,3,0,1,23,0,0,25,0,1,164,0,1,36,0,0,4,0,0,28,0,9,69,0,0,71,0,111,671,0,3,47,0,0,16,0,0,45,0,0,59,0,0,17,0,0,10,0,0,139,0
2020/6/12,818,15180,9,120,943,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,2,79,0,3,155,0,1,64,0,6,126,0,27,941,0,27,850,0,304,4856,0,100,1212,0,1,81,1,3,202,0,31,241,0,1,113,0,2,67,0,4,72,0,11,147,,3,73,0,8,466,5,0,44,0,2,97,0,4,338,0,35,1663,3,3,653,0,1,89,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,9,69,0,0,71,0,102,682,0,3,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/13,711,14021,6,122,950,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,2,79,0,3,155,0,1,65,0,5,127,0,25,943,0,28,850,0,321,4862,0,,,0,1,81,1,3,202,0,31,241,0,1,113,0,1,68,0,3,73,0,9,149,,3,73,0,9,467,3,0,44,0,1,98,0,4,338,0,31,1668,2,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,9,69,0,0,71,0,87,706,0,3,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/14,730,14062,5,123,956,0,0,26,0,0,0,0,0,0,0,0,16,0,2,67,0,2,79,0,3,155,0,1,65,0,5,127,0,27,943,0,28,850,0,364,4866,0,,,0,1,81,1,3,202,0,31,241,0,1,113,0,2,68,0,3,73,0,11,149,,3,73,0,10,467,2,0,44,0,1,98,0,4,338,0,31,1668,2,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,9,69,0,0,71,0,57,737,0,2,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/15,828,15340,9,126,959,0,0,26,0,0,0,0,0,0,0,0,16,0,1,68,0,2,79,0,3,155,0,1,65,0,4,128,0,22,947,0,28,850,0,391,4887,0,83,1237,0,1,81,1,3,202,0,31,241,0,0,114,0,2,68,0,1,75,0,12,149,,3,73,0,10,467,5,0,44,0,1,98,0,4,338,0,30,1668,3,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,6,72,0,0,71,0,55,742,0,2,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/16,763,15438,6,116,970,0,0,26,0,0,0,0,0,0,0,0,16,0,1,68,0,2,79,0,3,155,0,1,65,0,3,129,0,20,950,0,24,854,0,367,4936,0,76,1244,0,1,81,1,2,203,0,29,243,0,0,114,0,3,68,0,1,75,0,12,149,,4,73,0,9,468,5,0,44,0,1,98,0,3,339,0,26,1675,0,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,5,73,0,0,71,0,46,752,0,2,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/17,712,15525,7,115,977,0,0,26,0,0,0,0,0,0,0,0,16,0,1,68,0,2,79,0,3,155,0,1,65,0,2,130,0,20,951,0,22,857,0,338,4978,0,70,1257,0,1,81,1,1,204,0,28,244,0,0,114,0,2,69,0,1,75,0,9,153,,4,74,0,8,470,6,0,44,0,1,98,0,5,340,0,27,1677,0,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,5,73,0,0,71,0,40,759,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/18,708,15598,7,108,988,0,0,26,0,0,0,0,1,0,0,0,16,0,1,68,0,3,79,0,3,155,0,1,65,0,2,130,0,22,951,0,24,857,0,340,5017,0,65,1268,0,1,81,1,0,205,0,25,247,0,0,114,0,2,69,0,1,75,0,9,153,,4,74,0,11,470,6,1,44,0,2,98,0,4,341,0,28,1680,0,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,5,73,0,0,71,0,39,763,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/19,667,15673,7,97,1001,0,0,26,0,0,0,0,1,0,0,0,16,0,1,68,0,2,80,0,3,155,0,1,65,0,2,130,0,21,941,0,22,859,0,318,5071,0,68,1266,0,2,81,1,0,205,0,25,247,0,0,114,0,2,69,0,2,75,0,8,154,,5,74,0,10,471,6,1,44,0,2,98,0,4,341,0,31,1681,0,3,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,4,74,0,0,71,0,29,776,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/20,642,14430,6,95,1006,0,0,26,0,0,0,0,1,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,2,130,0,25,941,0,24,859,0,344,5084,0,,,0,2,81,1,0,205,0,24,248,0,0,114,0,2,69,0,2,75,0,9,154,,5,74,0,12,470,5,1,44,0,2,98,0,4,341,0,39,1681,0,4,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,4,74,0,0,71,0,29,781,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/21,662,14454,5,92,1010,0,0,26,0,0,0,0,1,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,2,130,0,32,941,0,23,860,0,363,5100,0,,,0,2,81,1,0,205,0,24,248,0,0,114,0,2,69,0,2,75,0,9,154,,5,74,0,13,470,4,1,44,0,2,98,0,4,341,0,39,1681,0,4,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,1,36,0,0,4,0,0,28,0,4,74,0,0,71,0,26,784,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/22,708,15789,7,93,1011,0,0,26,0,0,0,0,2,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,2,130,0,36,941,0,20,865,0,343,5148,0,61,1278,0,2,81,1,0,205,0,25,248,0,0,114,0,2,69,0,2,75,0,9,154,,4,75,0,13,470,6,1,44,0,2,98,0,5,342,0,39,1681,0,6,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,0,37,0,0,4,0,0,28,0,4,74,0,0,71,0,26,784,0,0,47,0,0,16,0,0,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/23,692,15845,7,83,1020,0,0,26,0,0,0,0,2,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,2,130,0,47,942,0,21,867,0,334,5183,0,58,1282,0,2,81,1,0,205,0,24,249,0,0,114,0,1,70,0,2,75,0,9,154,,4,75,0,12,471,6,1,44,0,2,98,0,5,342,0,39,1684,0,6,653,0,0,90,0,0,60,0,0,3,0,1,23,0,0,25,0,0,165,0,0,37,0,0,4,0,0,28,0,4,74,0,0,71,0,22,783,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/24,712,15908,10,84,1028,0,0,26,0,0,0,0,3,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,2,130,0,52,946,0,23,869,0,355,5215,0,57,1284,3,2,81,1,0,205,0,24,249,0,0,114,0,0,71,0,2,75,0,5,158,,4,75,0,9,474,6,1,44,0,2,98,0,5,342,0,36,1687,0,7,653,0,0,90,0,1,60,0,0,3,0,1,23,0,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,3,75,0,0,71,0,22,786,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/25,725,15975,7,86,1032,0,0,26,0,0,0,0,2,0,0,0,16,0,1,68,0,2,80,0,5,155,0,1,65,0,3,130,0,62,947,0,25,871,0,360,5258,0,57,1291,0,2,81,1,0,205,0,23,250,0,0,114,0,0,71,0,2,75,0,5,158,,4,75,0,9,474,6,1,44,0,2,98,0,5,342,0,32,1693,0,8,653,0,0,90,0,1,60,0,0,3,0,1,23,0,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,2,76,0,0,71,0,21,788,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/26,749,16044,7,79,1044,0,0,26,0,0,0,0,2,0,0,0,16,0,1,68,0,2,80,0,6,156,0,0,65,0,2,131,0,75,950,0,29,871,0,377,5295,0,62,1293,0,2,81,1,0,205,0,22,251,0,0,114,0,2,71,0,1,76,0,4,159,,4,75,0,8,475,6,1,44,0,1,99,0,4,344,0,30,1696,0,7,654,0,0,90,0,1,60,0,0,3,0,1,23,0,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,1,77,0,0,71,0,22,789,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/27,724,14792,7,75,1048,0,0,26,0,0,0,0,3,1,0,0,16,0,1,68,0,2,80,0,5,157,0,0,65,0,2,131,0,86,950,0,33,872,0,409,5320,0,,,0,2,81,1,0,205,0,22,251,0,0,114,0,2,71,0,1,76,0,5,158,,4,75,0,7,476,6,1,44,0,1,99,0,4,344,0,29,1699,0,8,654,0,0,90,0,1,60,0,0,3,0,1,23,0,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,1,77,0,0,71,0,16,795,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/28,773,14835,7,86,1054,0,0,26,0,0,0,0,4,0,0,0,16,0,1,68,0,2,80,0,6,157,0,0,65,0,2,131,0,93,951,0,36,872,0,443,5346,0,,,0,2,81,1,0,205,0,21,252,0,0,114,0,2,71,0,1,76,0,5,158,,4,75,0,6,477,6,1,44,0,1,99,0,4,344,0,25,1705,0,8,654,0,0,90,0,1,60,0,0,3,0,1,23,0,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,1,77,0,0,71,0,14,798,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/29,885,16204,9,97,1054,0,0,26,0,0,0,0,5,0,0,0,16,0,1,68,0,2,80,0,5,159,0,10,65,1,2,131,0,103,954,0,39,873,0,451,5395,0,71,1304,0,1,82,1,0,205,0,17,256,0,0,114,0,2,71,0,1,76,0,5,158,,3,77,0,6,477,6,0,45,0,1,99,0,12,345,0,25,1705,0,8,654,0,0,90,0,1,60,0,0,3,0,0,23,1,1,25,0,0,165,0,0,37,0,0,4,0,0,28,0,1,77,0,0,71,0,13,799,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,1,10,0,0,139,0
2020/6/30,904,16308,8,103,1061,0,0,26,0,0,0,0,4,0,0,0,16,0,1,68,0,1,81,0,5,159,0,12,65,1,3,131,0,109,958,0,44,875,0,453,5447,0,70,1336,0,1,82,1,0,205,0,16,257,0,0,114,0,2,71,0,1,76,0,3,160,,3,77,0,6,478,6,0,45,0,1,99,0,15,346,0,25,1705,0,8,652,0,0,90,0,1,60,0,0,3,0,0,24,0,1,25,0,0,165,0,0,37,0,1,4,0,0,28,0,1,77,0,0,71,0,13,800,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,0,11,0,0,139,0
2020/7/1,999,16353,8,95,1072,0,0,26,0,0,0,0,3,2,0,0,16,0,1,68,0,1,81,0,5,159,0,14,66,1,3,131,0,121,960,0,49,877,0,493,5474,0,89,1323,0,1,82,1,0,205,0,16,257,0,0,114,0,2,72,0,1,76,0,5,159,,1,79,0,7,478,6,0,45,0,3,99,0,17,346,0,45,1712,0,6,655,0,0,90,0,1,60,0,0,3,0,0,24,0,1,25,0,1,165,0,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,16,801,0,0,47,0,0,16,0,1,45,0,0,59,0,0,17,0,0,11,0,0,139,0
2020/7/2,1097,16438,7,97,1077,0,0,26,0,0,0,0,4,0,0,0,16,0,1,68,0,1,81,0,7,159,0,16,66,0,3,131,0,131,969,0,59,878,0,534,5540,0,102,1323,0,0,83,1,1,205,0,16,257,0,0,114,0,2,72,0,1,76,0,7,159,,1,79,0,7,478,6,0,45,0,3,99,0,19,346,0,51,1714,0,7,656,0,0,90,0,1,60,0,1,3,0,0,24,0,3,25,0,1,165,0,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,19,802,0,0,47,0,0,16,0,0,46,0,0,59,0,0,17,0,1,11,0,0,139,0
2020/7/3,1233,16519,7,94,1080,0,0,26,0,0,0,0,6,0,0,0,16,0,1,68,0,1,81,0,12,160,0,18,66,0,4,131,0,150,976,0,54,892,0,616,5582,0,116,1333,0,0,83,1,1,205,0,16,257,0,0,114,0,2,72,0,1,76,0,8,159,,6,79,0,7,478,6,0,45,0,3,99,0,21,347,0,51,1714,0,8,656,0,0,90,0,0,61,0,1,3,0,0,24,0,2,26,0,1,165,0,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,22,803,0,0,47,0,0,16,0,0,46,0,0,59,0,0,17,0,10,11,0,0,139,0
2020/7/4,1272,15263,25,87,1088,0,0,26,0,0,0,0,7,0,0,0,16,0,1,68,0,1,81,0,13,160,0,18,86,18,2,133,0,175,978,0,67,895,0,712,5617,0,,,0,0,83,1,1,205,0,13,260,0,0,114,0,1,73,0,1,76,0,8,159,,6,79,0,7,478,6,0,45,0,3,99,0,21,347,0,51,1714,0,8,656,0,1,90,0,0,61,0,1,3,0,0,24,0,2,26,0,1,165,0,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,23,806,0,0,47,0,0,16,0,0,46,0,0,59,0,0,17,0,40,11,0,0,139,0
2020/7/5,1441,15294,11,83,1093,0,0,26,0,0,0,0,7,0,0,0,16,0,3,68,1,1,81,0,13,160,0,18,66,3,3,133,0,190,984,0,72,897,0,798,5642,0,,,0,0,83,1,1,205,0,12,261,0,0,114,0,1,73,0,1,76,0,8,159,,6,79,0,5,480,6,0,45,0,3,99,0,21,347,0,76,1723,0,9,656,0,3,90,0,0,61,0,1,3,0,0,24,0,2,26,0,1,165,0,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,28,807,0,0,47,0,0,16,0,0,46,0,0,59,0,0,17,0,74,11,0,0,139,0
2020/7/6,1658,16763,11,78,1098,0,0,26,0,0,0,0,7,0,0,0,16,0,4,68,1,1,81,0,16,160,0,21,67,1,3,133,0,182,1007,0,79,899,0,836,5706,0,136,1363,0,1,83,1,1,205,0,12,261,0,0,114,0,1,73,0,1,76,0,8,159,,4,81,0,5,480,6,0,45,0,3,99,0,35,348,0,77,1730,0,11,656,0,4,90,0,0,61,0,1,3,0,0,24,0,2,26,0,2,166,2,0,37,0,1,4,0,0,28,0,0,77,0,0,71,0,37,807,0,0,47,0,1,16,0,0,46,0,0,59,0,1,17,0,87,11,0,0,139,0
2020/7/7,1719,16891,9,71,1106,0,0,26,0,0,0,0,4,1,0,0,16,0,4,68,1,1,81,0,14,163,0,19,67,1,3,133,0,199,1016,0,85,903,0,876,5772,0,137,1371,0,1,83,1,1,205,0,8,265,0,0,114,0,0,74,0,1,76,0,8,159,,4,81,0,7,480,5,0,45,0,3,99,0,34,352,0,77,1742,0,13,658,0,6,90,0,0,61,0,1,3,0,0,24,0,2,26,0,4,165,1,0,37,0,4,4,0,0,28,0,0,77,0,0,71,0,31,814,0,0,47,0,1,16,0,0,46,0,0,59,0,1,17,0,99,11,0,0,139,0
2020/7/8,1762,17042,11,61,1120,0,0,26,0,0,0,0,5,0,0,0,16,0,3,68,1,0,82,0,15,163,0,14,72,2,3,133,0,231,1032,0,95,903,0,847,5876,0,153,1378,0,1,83,2,2,205,0,7,266,0,0,114,0,0,74,0,1,76,0,6,161,,6,81,0,7,480,5,0,45,0,4,99,0,42,353,0,77,1742,0,13,659,0,8,90,0,0,61,0,1,3,0,0,24,0,2,26,0,4,165,1,0,37,0,4,4,0,0,28,0,0,77,0,0,71,0,38,814,0,0,47,0,1,16,0,0,46,0,0,59,0,1,17,0,108,11,0,2,139,0
2020/7/9,1926,17216,14,56,1126,0,0,26,0,0,0,0,5,1,0,0,16,0,3,68,1,0,82,0,14,165,0,11,74,5,3,133,0,244,1041,0,110,910,0,968,5979,0,150,1406,0,1,83,2,3,205,0,6,267,0,0,114,0,0,74,0,1,76,0,9,160,,8,82,0,8,481,5,0,45,0,4,99,0,41,356,0,79,1750,0,15,660,0,10,90,0,0,61,0,1,3,0,0,24,0,2,26,0,4,165,1,0,37,0,4,4,0,0,28,0,0,77,0,0,71,0,49,816,0,0,47,0,2,16,0,0,46,0,0,59,0,1,17,0,111,11,0,3,139,0
2020/7/10,2154,17397,13,62,1126,0,1,26,0,0,0,0,5,1,0,0,16,0,3,68,1,1,82,0,19,167,0,11,82,3,3,133,0,269,1060,0,118,914,0,1096,6094,0,169,1418,0,2,83,1,3,205,0,6,267,0,0,114,0,1,74,0,1,76,0,9,160,,9,82,0,8,481,5,0,45,0,4,99,0,40,362,0,96,1763,0,15,662,0,15,90,0,2,61,0,1,3,0,0,24,0,2,26,0,6,165,1,0,37,0,4,4,0,0,28,0,0,77,0,0,71,0,53,816,0,0,47,0,2,16,0,0,46,0,0,59,0,1,17,0,113,11,2,4,139,0
2020/7/11,2181,16103,9,59,1130,0,2,26,0,0,0,0,8,1,0,0,16,0,3,68,1,1,82,0,19,167,0,11,82,0,4,133,0,281,1083,0,128,918,0,1227,6169,0,,,1,3,83,1,3,205,0,6,267,0,0,114,0,1,74,0,1,76,0,9,160,,9,82,0,7,482,5,0,45,0,3,100,0,40,362,0,104,1777,0,19,662,0,22,90,0,7,61,0,1,3,0,0,24,0,2,26,0,8,166,1,0,37,0,4,4,0,1,28,0,0,77,0,0,71,0,58,817,0,0,47,0,2,16,0,0,46,0,0,59,0,1,17,0,121,11,0,6,139,0
2020/7/12,2428,16174,6,61,1132,0,2,26,0,0,0,0,10,0,0,0,16,0,3,68,1,1,82,0,20,169,0,11,82,0,4,134,0,308,1087,0,152,925,0,1379,6223,0,,,0,3,83,1,3,205,0,6,267,0,1,114,0,1,74,0,2,76,0,9,160,,11,82,0,8,483,3,4,45,0,5,100,0,40,362,0,104,1777,0,24,662,0,27,90,0,11,61,0,2,3,0,0,24,0,2,26,0,10,166,1,0,37,0,4,4,0,1,28,0,0,77,0,0,71,0,66,818,0,0,47,0,2,16,0,0,46,0,0,59,0,1,17,0,124,11,0,6,139,0
2020/7/13,2760,17828,13,62,1132,0,3,25,0,0,0,0,9,1,0,0,16,0,3,68,0,1,82,0,21,171,0,19,82,6,6,134,0,318,1103,0,161,934,0,1385,6336,0,189,1472,0,3,83,1,3,205,0,6,267,0,2,114,0,1,74,0,3,76,0,9,160,,11,82,0,8,483,5,4,45,0,5,100,0,63,366,0,153,1806,0,30,663,0,30,91,0,16,61,0,2,3,0,0,24,0,2,26,0,11,166,1,0,37,0,5,4,0,1,28,0,0,77,0,1,71,0,67,822,0,0,47,0,9,16,0,0,46,0,0,59,0,3,17,0,129,14,0,6,139,0
2020/7/14,2789,18088,13,66,1136,0,3,25,0,0,0,0,7,5,0,0,16,0,3,70,1,2,82,0,22,172,0,19,83,4,6,134,0,334,1129,0,169,951,0,1392,6472,0,196,1491,0,3,83,1,3,205,0,4,269,0,2,114,0,1,74,0,3,76,0,10,162,,13,82,0,10,483,5,5,45,0,5,100,0,56,382,0,153,1806,0,25,669,0,33,91,0,19,61,0,2,3,0,0,24,0,2,26,0,13,167,1,0,37,0,5,4,0,2,28,0,0,77,0,1,71,0,64,827,0,0,47,0,12,16,1,0,46,0,0,59,0,3,17,0,117,30,0,4,141,0
2020/7/15,2891,18357,10,76,1139,0,3,25,0,0,0,0,7,1,0,0,16,0,4,70,1,2,82,0,22,177,0,19,86,2,8,136,0,357,1144,0,186,963,0,1420,6608,0,205,1525,0,5,83,1,2,206,0,4,269,0,3,114,0,1,74,0,4,76,0,8,165,,13,83,0,15,483,4,7,46,0,5,101,0,65,385,0,153,1826,0,30,673,0,37,92,0,20,61,0,2,3,0,0,25,0,0,28,2,14,167,0,0,37,0,5,4,0,3,28,0,0,77,0,1,71,0,62,833,0,0,47,0,14,16,0,0,46,0,0,59,0,3,17,0,102,49,0,4,141,0
